sample_id,site_id,taxon_id,reach,date,last_minus_first,pass_number,total_fish,increased
MCDI_CATCOM_01_2020-10-29,MCDI,CATCOM,01,2020-10-29,-1,2,0,no
MCDI_CATCOM_01_2020-10-29,MCDI,CATCOM,01,2020-10-29,-1,3,0,no
KING_CHRERY_01_2017-10-18,KING,CHRERY,01,2017-10-18,30,1,0,yes
KING_CHRERY_01_2017-10-18,KING,CHRERY,01,2017-10-18,30,2,0,yes
KING_CHRERY_01_2017-10-18,KING,CHRERY,01,2017-10-18,30,3,30,yes
KING_CHRERY_01_2018-04-11,KING,CHRERY,01,2018-04-11,-149,1,149,no
KING_CHRERY_01_2018-04-11,KING,CHRERY,01,2018-04-11,-149,2,0,no
KING_CHRERY_01_2018-04-11,KING,CHRERY,01,2018-04-11,-149,3,0,no
MCDI_CHRERY_01_2018-04-17,MCDI,CHRERY,01,2018-04-17,-41,1,41,no
MCDI_CHRERY_01_2018-04-17,MCDI,CHRERY,01,2018-04-17,-41,2,0,no
MCDI_CHRERY_01_2018-04-17,MCDI,CHRERY,01,2018-04-17,-41,3,0,no
MCDI_CHRERY_01_2018-10-23,MCDI,CHRERY,01,2018-10-23,-11,1,11,no
MCDI_CHRERY_01_2018-10-23,MCDI,CHRERY,01,2018-10-23,-11,2,0,no
MCDI_CHRERY_01_2018-10-23,MCDI,CHRERY,01,2018-10-23,-11,3,0,no
KING_CHRERY_01_2018-11-01,KING,CHRERY,01,2018-11-01,-55,1,55,no
KING_CHRERY_01_2018-11-01,KING,CHRERY,01,2018-11-01,-55,2,0,no
KING_CHRERY_01_2018-11-01,KING,CHRERY,01,2018-11-01,-55,3,0,no
KING_CHRERY_01_2019-04-08,KING,CHRERY,01,2019-04-08,3,1,10,yes
KING_CHRERY_01_2019-04-08,KING,CHRERY,01,2019-04-08,3,2,11,yes
KING_CHRERY_01_2019-04-08,KING,CHRERY,01,2019-04-08,3,3,13,yes
KING_CHRERY_01_2019-10-21,KING,CHRERY,01,2019-10-21,-154,1,154,no
KING_CHRERY_01_2019-10-21,KING,CHRERY,01,2019-10-21,-154,2,0,no
KING_CHRERY_01_2019-10-21,KING,CHRERY,01,2019-10-21,-154,3,0,no
KING_CHRERY_01_2020-06-18,KING,CHRERY,01,2020-06-18,-46,1,46,no
KING_CHRERY_01_2020-06-18,KING,CHRERY,01,2020-06-18,-46,2,19,no
KING_CHRERY_01_2020-06-18,KING,CHRERY,01,2020-06-18,-46,3,0,no
KING_CHRERY_01_2020-10-19,KING,CHRERY,01,2020-10-19,-757,1,757,no
KING_CHRERY_01_2020-10-19,KING,CHRERY,01,2020-10-19,-757,2,0,no
KING_CHRERY_01_2020-10-19,KING,CHRERY,01,2020-10-19,-757,3,0,no
MCDI_CHRERY_01_2020-10-29,MCDI,CHRERY,01,2020-10-29,-4,1,4,no
MCDI_CHRERY_01_2020-10-29,MCDI,CHRERY,01,2020-10-29,-4,2,0,no
MCDI_CHRERY_01_2020-10-29,MCDI,CHRERY,01,2020-10-29,-4,3,0,no
KING_CHRERY_01_2021-04-29,KING,CHRERY,01,2021-04-29,-51,1,51,no
KING_CHRERY_01_2021-04-29,KING,CHRERY,01,2021-04-29,-51,2,38,no
KING_CHRERY_01_2021-04-29,KING,CHRERY,01,2021-04-29,-51,3,0,no
LEWI_CLIFUN_01_2017-04-10,LEWI,CLIFUN,01,2017-04-10,-25,1,40,no
LEWI_CLIFUN_01_2017-04-10,LEWI,CLIFUN,01,2017-04-10,-25,2,11,no
LEWI_CLIFUN_01_2017-04-10,LEWI,CLIFUN,01,2017-04-10,-25,3,15,no
LEWI_CLIFUN_01_2017-11-13,LEWI,CLIFUN,01,2017-11-13,1,1,7,yes
LEWI_CLIFUN_01_2017-11-13,LEWI,CLIFUN,01,2017-11-13,1,2,6,yes
LEWI_CLIFUN_01_2017-11-13,LEWI,CLIFUN,01,2017-11-13,1,3,8,yes
LEWI_CLIFUN_01_2018-04-09,LEWI,CLIFUN,01,2018-04-09,-3,1,6,no
LEWI_CLIFUN_01_2018-04-09,LEWI,CLIFUN,01,2018-04-09,-3,2,6,no
LEWI_CLIFUN_01_2018-04-09,LEWI,CLIFUN,01,2018-04-09,-3,3,3,no
LEWI_CLIFUN_01_2018-10-29,LEWI,CLIFUN,01,2018-10-29,-3,1,3,no
LEWI_CLIFUN_01_2018-10-29,LEWI,CLIFUN,01,2018-10-29,-3,2,4,no
LEWI_CLIFUN_01_2018-10-29,LEWI,CLIFUN,01,2018-10-29,-3,3,0,no
LEWI_CLIFUN_01_2019-04-16,LEWI,CLIFUN,01,2019-04-16,-1,1,1,no
LEWI_CLIFUN_01_2019-04-16,LEWI,CLIFUN,01,2019-04-16,-1,2,2,no
LEWI_CLIFUN_01_2019-04-16,LEWI,CLIFUN,01,2019-04-16,-1,3,0,no
LEWI_CLIFUN_01_2019-10-29,LEWI,CLIFUN,01,2019-10-29,-1,1,1,no
LEWI_CLIFUN_01_2019-10-29,LEWI,CLIFUN,01,2019-10-29,-1,2,1,no
LEWI_CLIFUN_01_2019-10-29,LEWI,CLIFUN,01,2019-10-29,-1,3,0,no
LEWI_CLIFUN_01_2020-10-26,LEWI,CLIFUN,01,2020-10-26,-3,1,3,no
LEWI_CLIFUN_01_2020-10-26,LEWI,CLIFUN,01,2020-10-26,-3,2,2,no
LEWI_CLIFUN_01_2020-10-26,LEWI,CLIFUN,01,2020-10-26,-3,3,0,no
LEWI_CLIFUN_01_2021-04-12,LEWI,CLIFUN,01,2021-04-12,1,1,0,yes
LEWI_CLIFUN_01_2021-04-12,LEWI,CLIFUN,01,2021-04-12,1,2,0,yes
LEWI_CLIFUN_01_2021-04-12,LEWI,CLIFUN,01,2021-04-12,1,3,1,yes
POSE_COTBAI1_01_2017-04-03,POSE,COTBAI1,01,2017-04-03,-26,1,26,no
POSE_COTBAI1_01_2017-04-03,POSE,COTBAI1,01,2017-04-03,-26,2,0,no
POSE_COTBAI1_01_2017-04-03,POSE,COTBAI1,01,2017-04-03,-26,3,0,no
POSE_COTBAI1_01_2017-10-30,POSE,COTBAI1,01,2017-10-30,-28,1,28,no
POSE_COTBAI1_01_2017-10-30,POSE,COTBAI1,01,2017-10-30,-28,2,0,no
POSE_COTBAI1_01_2017-10-30,POSE,COTBAI1,01,2017-10-30,-28,3,0,no
POSE_COTBAI1_01_2019-04-08,POSE,COTBAI1,01,2019-04-08,-41,1,41,no
POSE_COTBAI1_01_2019-04-08,POSE,COTBAI1,01,2019-04-08,-41,2,0,no
POSE_COTBAI1_01_2019-04-08,POSE,COTBAI1,01,2019-04-08,-41,3,0,no
POSE_COTBAI1_01_2019-11-11,POSE,COTBAI1,01,2019-11-11,-1,1,1,no
POSE_COTBAI1_01_2019-11-11,POSE,COTBAI1,01,2019-11-11,-1,2,0,no
POSE_COTBAI1_01_2019-11-11,POSE,COTBAI1,01,2019-11-11,-1,3,0,no
WALK_COTCAE_01_2017-03-14,WALK,COTCAE,01,2017-03-14,-1,1,1,no
WALK_COTCAE_01_2017-03-14,WALK,COTCAE,01,2017-03-14,-1,2,0,no
WALK_COTCAE_01_2017-03-14,WALK,COTCAE,01,2017-03-14,-1,3,0,no
POSE_COTCAE_01_2019-11-11,POSE,COTCAE,01,2019-11-11,-29,1,29,no
POSE_COTCAE_01_2019-11-11,POSE,COTCAE,01,2019-11-11,-29,2,0,no
POSE_COTCAE_01_2019-11-11,POSE,COTCAE,01,2019-11-11,-29,3,0,no
POSE_COTCAE_01_2021-04-05,POSE,COTCAE,01,2021-04-05,-34,1,34,no
POSE_COTCAE_01_2021-04-05,POSE,COTCAE,01,2021-04-05,-34,2,0,no
POSE_COTCAE_01_2021-04-05,POSE,COTCAE,01,2021-04-05,-34,3,0,no
WALK_COTCAR_01_2016-03-29,WALK,COTCAR,01,2016-03-29,-2,1,2,no
WALK_COTCAR_01_2016-03-29,WALK,COTCAR,01,2016-03-29,-2,2,2,no
WALK_COTCAR_01_2016-03-29,WALK,COTCAR,01,2016-03-29,-2,3,0,no
WALK_COTCAR_01_2016-11-02,WALK,COTCAR,01,2016-11-02,-2,1,2,no
WALK_COTCAR_01_2016-11-02,WALK,COTCAR,01,2016-11-02,-2,2,0,no
WALK_COTCAR_01_2016-11-02,WALK,COTCAR,01,2016-11-02,-2,3,0,no
WALK_COTCAR_01_2017-03-14,WALK,COTCAR,01,2017-03-14,-2,1,2,no
WALK_COTCAR_01_2017-03-14,WALK,COTCAR,01,2017-03-14,-2,2,0,no
WALK_COTCAR_01_2017-03-14,WALK,COTCAR,01,2017-03-14,-2,3,0,no
WALK_COTCAR_01_2017-10-24,WALK,COTCAR,01,2017-10-24,-1,1,1,no
WALK_COTCAR_01_2017-10-24,WALK,COTCAR,01,2017-10-24,-1,2,2,no
WALK_COTCAR_01_2017-10-24,WALK,COTCAR,01,2017-10-24,-1,3,0,no
WALK_COTCAR_01_2019-03-19,WALK,COTCAR,01,2019-03-19,0,1,0,no
WALK_COTCAR_01_2019-03-19,WALK,COTCAR,01,2019-03-19,0,2,1,no
WALK_COTCAR_01_2019-03-19,WALK,COTCAR,01,2019-03-19,0,3,0,no
WALK_COTCAR_01_2020-11-02,WALK,COTCAR,01,2020-11-02,-1,1,1,no
WALK_COTCAR_01_2020-11-02,WALK,COTCAR,01,2020-11-02,-1,2,1,no
WALK_COTCAR_01_2020-11-02,WALK,COTCAR,01,2020-11-02,-1,3,0,no
CARI_COTCOG_01_2016-09-26,CARI,COTCOG,01,2016-09-26,-6,1,8,no
CARI_COTCOG_01_2016-09-26,CARI,COTCOG,01,2016-09-26,-6,2,8,no
CARI_COTCOG_01_2016-09-26,CARI,COTCOG,01,2016-09-26,-6,3,2,no
CARI_COTCOG_01_2018-09-04,CARI,COTCOG,01,2018-09-04,-1,1,1,no
CARI_COTCOG_01_2018-09-04,CARI,COTCOG,01,2018-09-04,-1,2,0,no
CARI_COTCOG_01_2018-09-04,CARI,COTCOG,01,2018-09-04,-1,3,0,no
CARI_COTCOG_01_2019-05-20,CARI,COTCOG,01,2019-05-20,-1,1,1,no
CARI_COTCOG_01_2019-05-20,CARI,COTCOG,01,2019-05-20,-1,2,0,no
CARI_COTCOG_01_2019-05-20,CARI,COTCOG,01,2019-05-20,-1,3,0,no
LEWI_COTGIR_01_2017-04-10,LEWI,COTGIR,01,2017-04-10,-178,1,178,no
LEWI_COTGIR_01_2017-04-10,LEWI,COTGIR,01,2017-04-10,-178,2,0,no
LEWI_COTGIR_01_2017-04-10,LEWI,COTGIR,01,2017-04-10,-178,3,0,no
LEWI_COTGIR_01_2017-11-13,LEWI,COTGIR,01,2017-11-13,-100,1,100,no
LEWI_COTGIR_01_2017-11-13,LEWI,COTGIR,01,2017-11-13,-100,2,0,no
LEWI_COTGIR_01_2017-11-13,LEWI,COTGIR,01,2017-11-13,-100,3,0,no
LEWI_COTGIR_01_2018-04-09,LEWI,COTGIR,01,2018-04-09,-84,1,84,no
LEWI_COTGIR_01_2018-04-09,LEWI,COTGIR,01,2018-04-09,-84,2,0,no
LEWI_COTGIR_01_2018-04-09,LEWI,COTGIR,01,2018-04-09,-84,3,0,no
LEWI_COTGIR_01_2018-10-29,LEWI,COTGIR,01,2018-10-29,-67,1,67,no
LEWI_COTGIR_01_2018-10-29,LEWI,COTGIR,01,2018-10-29,-67,2,0,no
LEWI_COTGIR_01_2018-10-29,LEWI,COTGIR,01,2018-10-29,-67,3,0,no
LEWI_COTGIR_01_2019-04-16,LEWI,COTGIR,01,2019-04-16,0,1,32,no
LEWI_COTGIR_01_2019-04-16,LEWI,COTGIR,01,2019-04-16,0,2,22,no
LEWI_COTGIR_01_2019-04-16,LEWI,COTGIR,01,2019-04-16,0,3,32,no
LEWI_COTGIR_01_2019-10-29,LEWI,COTGIR,01,2019-10-29,-87,1,87,no
LEWI_COTGIR_01_2019-10-29,LEWI,COTGIR,01,2019-10-29,-87,2,0,no
LEWI_COTGIR_01_2019-10-29,LEWI,COTGIR,01,2019-10-29,-87,3,0,no
LEWI_COTGIR_01_2020-10-26,LEWI,COTGIR,01,2020-10-26,-107,1,107,no
LEWI_COTGIR_01_2020-10-26,LEWI,COTGIR,01,2020-10-26,-107,2,101,no
LEWI_COTGIR_01_2020-10-26,LEWI,COTGIR,01,2020-10-26,-107,3,0,no
LEWI_COTGIR_01_2021-04-12,LEWI,COTGIR,01,2021-04-12,-145,1,145,no
LEWI_COTGIR_01_2021-04-12,LEWI,COTGIR,01,2021-04-12,-145,2,0,no
LEWI_COTGIR_01_2021-04-12,LEWI,COTGIR,01,2021-04-12,-145,3,0,no
ARIK_CYPSP3_01_2016-04-12,ARIK,CYPSP3,01,2016-04-12,-3,1,3,no
ARIK_CYPSP3_01_2016-04-12,ARIK,CYPSP3,01,2016-04-12,-3,2,0,no
ARIK_CYPSP3_01_2016-04-12,ARIK,CYPSP3,01,2016-04-12,-3,3,0,no
ARIK_CYPSP3_01_2016-10-11,ARIK,CYPSP3,01,2016-10-11,-5,1,15,no
ARIK_CYPSP3_01_2016-10-11,ARIK,CYPSP3,01,2016-10-11,-5,2,8,no
ARIK_CYPSP3_01_2016-10-11,ARIK,CYPSP3,01,2016-10-11,-5,3,10,no
ARIK_CYPSP3_01_2017-04-10,ARIK,CYPSP3,01,2017-04-10,1,1,1,yes
ARIK_CYPSP3_01_2017-04-10,ARIK,CYPSP3,01,2017-04-10,1,2,1,yes
ARIK_CYPSP3_01_2017-04-10,ARIK,CYPSP3,01,2017-04-10,1,3,2,yes
ARIK_CYPSP3_01_2017-10-17,ARIK,CYPSP3,01,2017-10-17,-2,1,2,no
ARIK_CYPSP3_01_2017-10-17,ARIK,CYPSP3,01,2017-10-17,-2,2,0,no
ARIK_CYPSP3_01_2017-10-17,ARIK,CYPSP3,01,2017-10-17,-2,3,0,no
WALK_CYPSP3_01_2018-03-20,WALK,CYPSP3,01,2018-03-20,0,1,0,no
WALK_CYPSP3_01_2018-03-20,WALK,CYPSP3,01,2018-03-20,0,2,1,no
WALK_CYPSP3_01_2018-03-20,WALK,CYPSP3,01,2018-03-20,0,3,0,no
ARIK_CYPSP3_01_2018-04-02,ARIK,CYPSP3,01,2018-04-02,-2,1,2,no
ARIK_CYPSP3_01_2018-04-02,ARIK,CYPSP3,01,2018-04-02,-2,2,1,no
ARIK_CYPSP3_01_2018-04-02,ARIK,CYPSP3,01,2018-04-02,-2,3,0,no
LEWI_CYPSPP3_01_2018-04-09,LEWI,CYPSPP3,01,2018-04-09,0,1,0,no
LEWI_CYPSPP3_01_2018-04-09,LEWI,CYPSPP3,01,2018-04-09,0,2,1,no
LEWI_CYPSPP3_01_2018-04-09,LEWI,CYPSPP3,01,2018-04-09,0,3,0,no
LEWI_CYPSPP3_01_2018-10-29,LEWI,CYPSPP3,01,2018-10-29,0,1,0,no
LEWI_CYPSPP3_01_2018-10-29,LEWI,CYPSPP3,01,2018-10-29,0,2,1,no
LEWI_CYPSPP3_01_2018-10-29,LEWI,CYPSPP3,01,2018-10-29,0,3,0,no
SYCA_CYPSPP3_01_2020-02-03,SYCA,CYPSPP3,01,2020-02-03,-26,1,26,no
SYCA_CYPSPP3_01_2020-02-03,SYCA,CYPSPP3,01,2020-02-03,-26,2,0,no
SYCA_CYPSPP3_01_2020-02-03,SYCA,CYPSPP3,01,2020-02-03,-26,3,0,no
MAYF_ELAZON_01_2019-11-18,MAYF,ELAZON,01,2019-11-18,-1,1,1,no
MAYF_ELAZON_01_2019-11-18,MAYF,ELAZON,01,2019-11-18,-1,2,0,no
MAYF_ELAZON_01_2019-11-18,MAYF,ELAZON,01,2019-11-18,-1,3,0,no
MAYF_ESOAME2_01_2021-03-29,MAYF,ESOAME2,01,2021-03-29,-1,1,1,no
MAYF_ESOAME2_01_2021-03-29,MAYF,ESOAME2,01,2021-03-29,-1,2,0,no
MAYF_ESOAME2_01_2021-03-29,MAYF,ESOAME2,01,2021-03-29,-1,3,0,no
MAYF_ETHLAC_01_2017-03-27,MAYF,ETHLAC,01,2017-03-27,-3,1,3,no
MAYF_ETHLAC_01_2017-03-27,MAYF,ETHLAC,01,2017-03-27,-3,2,0,no
MAYF_ETHLAC_01_2017-03-27,MAYF,ETHLAC,01,2017-03-27,-3,3,0,no
MAYF_ETHLAC_01_2019-03-26,MAYF,ETHLAC,01,2019-03-26,-1,1,1,no
MAYF_ETHLAC_01_2019-03-26,MAYF,ETHLAC,01,2019-03-26,-1,2,0,no
MAYF_ETHLAC_01_2019-03-26,MAYF,ETHLAC,01,2019-03-26,-1,3,0,no
MAYF_ETHLAC_01_2019-11-18,MAYF,ETHLAC,01,2019-11-18,-14,1,14,no
MAYF_ETHLAC_01_2019-11-18,MAYF,ETHLAC,01,2019-11-18,-14,2,0,no
MAYF_ETHLAC_01_2019-11-18,MAYF,ETHLAC,01,2019-11-18,-14,3,0,no
KING_ETHNIG1_01_2017-10-17,KING,ETHNIG1,01,2017-10-17,-105,1,105,no
KING_ETHNIG1_01_2017-10-17,KING,ETHNIG1,01,2017-10-17,-105,2,0,no
KING_ETHNIG1_01_2017-10-17,KING,ETHNIG1,01,2017-10-17,-105,3,0,no
KING_ETHNIG1_01_2018-04-11,KING,ETHNIG1,01,2018-04-11,-3,1,3,no
KING_ETHNIG1_01_2018-04-11,KING,ETHNIG1,01,2018-04-11,-3,2,11,no
KING_ETHNIG1_01_2018-04-11,KING,ETHNIG1,01,2018-04-11,-3,3,0,no
KING_ETHNIG1_01_2018-04-12,KING,ETHNIG1,01,2018-04-12,10,1,0,yes
KING_ETHNIG1_01_2018-04-12,KING,ETHNIG1,01,2018-04-12,10,2,0,yes
KING_ETHNIG1_01_2018-04-12,KING,ETHNIG1,01,2018-04-12,10,3,10,yes
KING_ETHNIG1_01_2018-11-01,KING,ETHNIG1,01,2018-11-01,0,1,0,no
KING_ETHNIG1_01_2018-11-01,KING,ETHNIG1,01,2018-11-01,0,2,1,no
KING_ETHNIG1_01_2018-11-01,KING,ETHNIG1,01,2018-11-01,0,3,0,no
KING_ETHNIG1_01_2020-10-20,KING,ETHNIG1,01,2020-10-20,1,1,0,yes
KING_ETHNIG1_01_2020-10-20,KING,ETHNIG1,01,2020-10-20,1,2,0,yes
KING_ETHNIG1_01_2020-10-20,KING,ETHNIG1,01,2020-10-20,1,3,1,yes
MAYF_ETHNIG1_01_2021-03-29,MAYF,ETHNIG1,01,2021-03-29,-2,1,2,no
MAYF_ETHNIG1_01_2021-03-29,MAYF,ETHNIG1,01,2021-03-29,-2,2,0,no
