uid,domainID,siteID,namedLocation,collectDate,measuringMethod,widthMeasurementNumber,wettedWidth,remarks
"6a61f4be-c60b-4d65-b066-5d5136621373","D04","GUIL","GUIL","2016-11-04T16:00Z",,6,7.00,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"ccc76079-d443-4872-8851-c2898fd76ad8","D04","GUIL","GUIL","2016-11-04T16:00Z",,17,6.35,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"183b2023-70f3-4ea9-aa99-f95a4e3db905","D04","GUIL","GUIL","2016-11-04T16:00Z",,4,5.30,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"bfab5b2c-c4a3-4263-bb59-cff2d8e5cd93","D04","GUIL","GUIL","2016-11-04T16:00Z",,21,3.75,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"b206388e-fd44-4024-b706-3b57b213a47d","D04","GUIL","GUIL","2016-11-04T16:00Z",,5,6.75,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"0a1a2bdc-2c3c-4d98-87e2-ae1b28549ec0","D04","GUIL","GUIL","2016-11-04T16:00Z",,22,9.90,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"c55e7ea3-d64b-4842-a522-5bffc907344e","D04","GUIL","GUIL","2016-11-04T16:00Z",,26,4.00,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"fe22d5dc-0204-4eae-a4a1-1c9420aee770","D04","GUIL","GUIL","2016-11-04T16:00Z",,2,5.20,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"f2bd9556-758a-4429-8184-1aaa32c333ac","D04","GUIL","GUIL","2016-11-04T16:00Z",,18,6.10,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"492bc238-d2c2-484c-8d4a-6559dd013c9d","D04","GUIL","GUIL","2016-11-04T16:00Z",,3,5.15,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"695a0422-8a19-4aeb-b5cf-38a684796f45","D04","GUIL","GUIL","2016-11-04T16:00Z",,16,5.55,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"088a228a-3a87-4fd6-bec3-5b0827c6749a","D04","GUIL","GUIL","2016-11-04T16:00Z",,8,6.25,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"d21e6919-0281-42cf-bbe7-c62ca2a5f52d","D04","GUIL","GUIL","2016-11-04T16:00Z",,19,3.90,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"923d9b70-3b91-486d-88d0-6736859e0110","D04","GUIL","GUIL","2016-11-04T16:00Z",,9,4.40,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"17ed1f0f-7da6-411c-94a4-c4f37fe58073","D04","GUIL","GUIL","2016-11-04T16:00Z",,29,6.70,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"a36ceaed-1738-4487-8b64-a9806c36b7e6","D04","GUIL","GUIL","2016-11-04T16:00Z",,1,7.50,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"9a8dd1b2-4f57-4793-aee0-f60dd4074c67","D04","GUIL","GUIL","2016-11-04T16:00Z",,20,3.50,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"ba7cf73c-78c4-49b7-bfad-e5b0240fa09f","D04","GUIL","GUIL","2016-11-04T16:00Z",,25,3.15,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
"ef2be83f-2621-4026-870b-42511f3fb50e","D04","GUIL","GUIL","2016-11-04T16:00Z",,13,3.50,"Measured from S1 to S4 every 10 m; the 30th measurement ended 30 m US from S4."
