taxon_type_code,taxon_id,accepted_taxon_id,scientific_name,scientific_name_authorship,taxon_rank,vernacular_name,taxon_protocol_category,name_according_to_id,name_according_to_title,kingdom,subkingdom,infrakingdom,superdivision,division,subdivision,infradivision,parvdivision,superphylum,phylum,subphylum,infraphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,section,subsection,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,variety,subvariety,form,subform,race,stirp,morph,abberation,unspecified,species_group,specific_epithet,infraspecific_epithet
FISH,HYPSP2,HYPSP2,Hypentelium sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163948 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163948, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Catostomidae,NA,NA,NA,Hypentelium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,HYPSP3,HYPSP3,Hypomesus sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162029 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162029, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Osmeriformes,NA,NA,NA,NA,NA,Osmeridae,NA,NA,NA,Hypomesus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,HYPSP4,HYPSP4,Hypostomus sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164341 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164341, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Siluriformes,NA,NA,NA,NA,NA,Loricariidae,NA,NA,NA,Hypostomus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,HYPSPP,HYPSPP,Hyporhamphus spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165473 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165473, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Beloniformes,NA,NA,NA,NA,NA,Hemiramphidae,NA,NA,NA,Hyporhamphus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,HYPSPP1,HYPSPP1,Hypophthalmichthys spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163690 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163690, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Hypophthalmichthys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,HYPSPP2,HYPSPP2,Hypentelium spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163948 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163948, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Catostomidae,NA,NA,NA,Hypentelium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,HYPSPP3,HYPSPP3,Hypomesus spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162029 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=162029, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Osmeriformes,NA,NA,NA,NA,NA,Osmeridae,NA,NA,NA,Hypomesus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,HYPSPP4,HYPSPP4,Hypostomus spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164341 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=164341, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Siluriformes,NA,NA,NA,NA,NA,Loricariidae,NA,NA,NA,Hypostomus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,HYPTRA,HYPTRA,Hypomesus transpacificus,McAllister,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Osmeriformes,NA,NA,NA,NA,NA,Osmeridae,NA,NA,NA,Hypomesus,NA,Hypomesus transpacificus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,transpacificus,NA
FISH,HYPWAT,HYPWAT,Hypostomus watwata,Hancock,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Siluriformes,NA,NA,NA,NA,NA,Loricariidae,NA,NA,NA,Hypostomus,NA,Hypostomus watwata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,watwata,NA
FISH,HYSSP,HYSSP,Hysterocarpus sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=169762 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=169762, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Perciformes,NA,NA,NA,NA,NA,Embiotocidae,NA,NA,NA,Hysterocarpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,HYSSPP,HYSSPP,Hysterocarpus spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=169762 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=169762, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Perciformes,NA,NA,NA,NA,NA,Embiotocidae,NA,NA,NA,Hysterocarpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,HYSTRA,HYSTRA,Hysterocarpus traskii pomo,Hopkirk,subspecies,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Perciformes,NA,NA,NA,NA,NA,Embiotocidae,NA,NA,NA,Hysterocarpus,NA,Hysterocarpus traskii,pomo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,traskii,pomo
FISH,HYSTRA1,HYSTRA1,Hysterocarpus traskii traskii,Gibbons,subspecies,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Perciformes,NA,NA,NA,NA,NA,Embiotocidae,NA,NA,NA,Hysterocarpus,NA,Hysterocarpus traskii,traskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,traskii,traskii
FISH,HYSTRA2,HYSTRA2,Hysterocarpus traskii,Gibbons,species,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=553322 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=553322, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Perciformes,NA,NA,NA,NA,NA,Embiotocidae,NA,NA,NA,Hysterocarpus,NA,Hysterocarpus traskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,traskii,NA
FISH,ICHBDE,ICHBDE,Ichthyomyzon bdellium,(Jordan),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Cephalaspidomorphi,NA,NA,NA,Petromyzontiformes,NA,NA,NA,NA,NA,Petromyzontidae,NA,NA,NA,Ichthyomyzon,NA,Ichthyomyzon bdellium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdellium,NA
FISH,ICHCAS,ICHCAS,Ichthyomyzon castaneus,Girard,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Cephalaspidomorphi,NA,NA,NA,Petromyzontiformes,NA,NA,NA,NA,NA,Petromyzontidae,NA,NA,NA,Ichthyomyzon,NA,Ichthyomyzon castaneus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,castaneus,NA
FISH,ICHFOS,ICHFOS,Ichthyomyzon fossor,Reighard & Cummins,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Cephalaspidomorphi,NA,NA,NA,Petromyzontiformes,NA,NA,NA,NA,NA,Petromyzontidae,NA,NA,NA,Ichthyomyzon,NA,Ichthyomyzon fossor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fossor,NA
FISH,ICHGAG,ICHGAG,Ichthyomyzon gagei,Hubbs & Trautman,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Cephalaspidomorphi,NA,NA,NA,Petromyzontiformes,NA,NA,NA,NA,NA,Petromyzontidae,NA,NA,NA,Ichthyomyzon,NA,Ichthyomyzon gagei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gagei,NA
FISH,ICHGRE,ICHGRE,Ichthyomyzon greeleyi,Hubbs & Trautman,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Cephalaspidomorphi,NA,NA,NA,Petromyzontiformes,NA,NA,NA,NA,NA,Petromyzontidae,NA,NA,NA,Ichthyomyzon,NA,Ichthyomyzon greeleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,greeleyi,NA
FISH,ICHSP,ICHSP,Ichthyomyzon sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=159723 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=159723, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Cephalaspidomorphi,NA,NA,NA,Petromyzontiformes,NA,NA,NA,NA,NA,Petromyzontidae,NA,NA,NA,Ichthyomyzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,ICHSPP,ICHSPP,Ichthyomyzon spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=159723 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=159723, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Cephalaspidomorphi,NA,NA,NA,Petromyzontiformes,NA,NA,NA,NA,NA,Petromyzontidae,NA,NA,NA,Ichthyomyzon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,ICHUNI,ICHUNI,Ichthyomyzon unicuspis,Hubbs & Trautman,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Cephalaspidomorphi,NA,NA,NA,Petromyzontiformes,NA,NA,NA,NA,NA,Petromyzontidae,NA,NA,NA,Ichthyomyzon,NA,Ichthyomyzon unicuspis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unicuspis,NA
FISH,ICTBUB,ICTBUB,Ictiobus bubalus,(Rafinesque),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Catostomidae,NA,NA,NA,Ictiobus,NA,Ictiobus bubalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bubalus,NA
FISH,ICTCYP,ICTCYP,Ictiobus cyprinellus,(Valenciennes),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Catostomidae,NA,NA,NA,Ictiobus,NA,Ictiobus cyprinellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cyprinellus,NA
FISH,ICTFUR,ICTFUR,Ictalurus furcatus,(Valenciennes),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Siluriformes,NA,NA,NA,NA,NA,Ictaluridae,NA,NA,NA,Ictalurus,NA,Ictalurus furcatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,furcatus,NA
FISH,ICTLUP,ICTLUP,Ictalurus lupus,(Girard),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Siluriformes,NA,NA,NA,NA,NA,Ictaluridae,NA,NA,NA,Ictalurus,NA,Ictalurus lupus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lupus,NA
FISH,ICTNIG,ICTNIG,Ictiobus niger,(Rafinesque),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Catostomidae,NA,NA,NA,Ictiobus,NA,Ictiobus niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,niger,NA
FISH,ICTPRI,ICTPRI,Ictalurus pricei,(Rutter),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Siluriformes,NA,NA,NA,NA,NA,Ictaluridae,NA,NA,NA,Ictalurus,NA,Ictalurus pricei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pricei,NA
FISH,ICTPUN,ICTPUN,Ictalurus punctatus,(Rafinesque),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Siluriformes,NA,NA,NA,NA,NA,Ictaluridae,NA,NA,NA,Ictalurus,NA,Ictalurus punctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,punctatus,NA
FISH,ICTSP,ICTSP,Ictiobus sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163954 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163954, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Catostomidae,NA,NA,NA,Ictiobus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,ICTSP1,ICTSP1,Ictalurus sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163996 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163996, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Siluriformes,NA,NA,NA,NA,NA,Ictaluridae,NA,NA,NA,Ictalurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,ICTSP2,ICTSP2,Ictaluridae sp.,NA,family,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163995 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163995, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Siluriformes,NA,NA,NA,NA,NA,Ictaluridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,ICTSPP,ICTSPP,Ictiobus spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163954 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163954, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Catostomidae,NA,NA,NA,Ictiobus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,ICTSPP1,ICTSPP1,Ictalurus spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163996 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163996, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Siluriformes,NA,NA,NA,NA,NA,Ictaluridae,NA,NA,NA,Ictalurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,ICTSPP2,ICTSPP2,Ictaluridae spp.,NA,family,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163995 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163995, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Siluriformes,NA,NA,NA,NA,NA,Ictaluridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,IOTPHL,IOTPHL,Iotichthys phlegethontis,(Cope),species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Iotichthys,NA,Iotichthys phlegethontis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phlegethontis,NA
FISH,IOTSP,IOTSP,Iotichthys sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163566 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163566, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Iotichthys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,IOTSPP,IOTSPP,Iotichthys spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163566 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=163566, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cypriniformes,NA,NA,NA,NA,NA,Cyprinidae,NA,NA,NA,Iotichthys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,JORFLO,JORFLO,Jordanella floridae,Goode & Bean,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Jordanella,NA,Jordanella floridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,floridae,NA
FISH,JORSP,JORSP,Jordanella sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165693 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165693, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Jordanella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
FISH,JORSPP,JORSPP,Jordanella spp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165693 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=165693, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Cyprinodontiformes,NA,NA,NA,NA,NA,Cyprinodontidae,NA,NA,NA,Jordanella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spp.,NA
FISH,JOTPIC,JOTPIC,Joturus pichardi,Poey,species,NA,target,http://www.fishbase.org (accessed Oct 2016),"Froese, R. and D. Pauly. Editors. 2016. FishBase.World Wide Web electronic publication. www.fishbase.org (10/2016)",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Mugiliformes,NA,NA,NA,NA,NA,Mugilidae,NA,NA,NA,Joturus,NA,Joturus pichardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pichardi,NA
FISH,JOTSP,JOTSP,Joturus sp.,NA,genus,NA,target,http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=170398 (accessed 08/31/2017),"The Integrated Taxonomic Information System on-line database http://www.itis.gov/ITISWebService/services/ITISService/getFullRecordFromTSN?tsn=170398, accessed 31 Aug 2017",Animalia,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,Actinopterygii,NA,NA,NA,Mugiliformes,NA,NA,NA,NA,NA,Mugilidae,NA,NA,NA,Joturus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sp.,NA
